,token,symbol,name,expiry,strike,lotsize,instrumenttype,exch_seg,tick_size
3403,10676,KOTAKMNC-EQ,KOTAKMNC,,-1.000000,1,,NSE,1.000000
3404,18157,HATHWAY-BL,HATHWAY,,-1.000000,1,,NSE,5.000000
3405,13961,KUANTUM-BL,KUANTUM,,-1.000000,1,,NSE,5.000000
3406,21387,PALASHSECU-BE,PALASHSECU,,-1.000000,1,,NSE,5.000000
3407,1442,SANOFI-EQ,SANOFI,,-1.000000,1,,NSE,5.000000
3408,17324,738GA33-SG,738GA33,,-1.000000,100,,NSE,1.000000
3409,14774,111NSETEST-EQ,111NSETEST,,-1.000000,1,,NSE,5.000000
3410,1884,CARYSIL-BL,CARYSIL,,-1.000000,1,,NSE,5.000000
3411,11299,76AP28-SG,76AP28,,-1.000000,100,,NSE,1.000000
3412,17263,ARMANFIN-EQ,ARMANFIN,,-1.000000,1,,NSE,5.000000
3413,7199,BBETF0432-BL,BBETF0432,,-1.000000,1,,NSE,1.000000
3414,10252,782WB32-SG,782WB32,,-1.000000,100,,NSE,1.000000
3415,21683,BRNL-EQ,BRNL,,-1.000000,1,,NSE,5.000000
3416,13190,RCOM-BL,RCOM,,-1.000000,1,,NSE,5.000000
3417,4177,TCNSBRANDS-BL,TCNSBRANDS,,-1.000000,1,,NSE,5.000000
3418,14880,USK-BL,USK,,-1.000000,1,,NSE,5.000000
3419,14214,IMC1-N0,IMC1,,-1.000000,1,,NSE,1.000000
3420,11611,364D191023-TB,364D191023,,-1.000000,100,,NSE,1.000000
3421,521,MAZDOCK-BL,MAZDOCK,,-1.000000,1,,NSE,5.000000
3422,1157,654AR30-SG,654AR30,,-1.000000,100,,NSE,1.000000
3423,11404,779RJ32-SG,779RJ32,,-1.000000,100,,NSE,1.000000
3424,22452,64KA30A-SG,64KA30A,,-1.000000,100,,NSE,1.000000
3425,4179,SUNDRMBRAK-EQ,SUNDRMBRAK,,-1.000000,1,,NSE,5.000000
3426,14286,MAGOLDETF-EQ,MAGOLDETF,,-1.000000,1,,NSE,5.000000
3427,14142,SBGLP-BL,SBGLP,,-1.000000,1,,NSE,5.000000
3428,21477,SGBJUL25-GB,SGBJUL25,,-1.000000,1,,NSE,1.000000
3429,11458,KOTAKNV20-BL,KOTAKNV20,,-1.000000,1,,NSE,1.000000
3430,10541,767NL32-SG,767NL32,,-1.000000,100,,NSE,1.000000
3431,19734,GPPL-BL,GPPL,,-1.000000,1,,NSE,5.000000
3432,10718,772AP35-SG,772AP35,,-1.000000,100,,NSE,1.000000
3433,7455,DSPN50ETF-BL,DSPN50ETF,,-1.000000,1,,NSE,1.000000
3434,7543,714JK36-SG,714JK36,,-1.000000,100,,NSE,1.000000
3435,619,CENTENKA-EQ,CENTENKA,,-1.000000,1,,NSE,5.000000
3436,22180,662JK30-SG,662JK30,,-1.000000,100,,NSE,1.000000
3437,10177,SETFNIF50-BL,SETFNIF50,,-1.000000,1,,NSE,1.000000
3438,5885,698PN33-SG,698PN33,,-1.000000,100,,NSE,1.000000
3439,8974,752AP38-SG,752AP38,,-1.000000,100,,NSE,1.000000
3440,6992,692AP41-SG,692AP41,,-1.000000,100,,NSE,1.000000
3441,21049,773GJ29-SG,773GJ29,,-1.000000,100,,NSE,1.000000
3442,3971,GOCLCORP-BL,GOCLCORP,,-1.000000,1,,NSE,5.000000
3443,8701,736WB32-SG,736WB32,,-1.000000,100,,NSE,1.000000
3444,7013,883GS2041-GS,883GS2041,,-1.000000,1,,NSE,1.000000
3445,21614,ABCAPITAL-EQ,ABCAPITAL,,-1.000000,1,,NSE,5.000000
3446,1455,HIL-EQ,HIL,,-1.000000,1,,NSE,5.000000
3447,30023,ATULAUTO-EQ,ATULAUTO,,-1.000000,1,,NSE,5.000000
3448,5569,702AP41-SG,702AP41,,-1.000000,100,,NSE,1.000000
3449,13776,GESHIP-EQ,GESHIP,,-1.000000,1,,NSE,5.000000
3450,12122,NSIL-BL,NSIL,,-1.000000,1,,NSE,5.000000
3451,14207,HUBTOWN-BE,HUBTOWN,,-1.000000,1,,NSE,5.000000
3452,12506,VINNY-BE,VINNY,,-1.000000,1,,NSE,5.000000
3453,21949,652MP35-SG,652MP35,,-1.000000,100,,NSE,1.000000
3454,17555,FIIOF2GPD-MF,FIIOF2GPD,,-1.000000,1,,NSE,1.000000
3455,13668,MADHUCON-BE,MADHUCON,,-1.000000,1,,NSE,5.000000
3456,12658,PARASPETRO-BL,PARASPETRO,,-1.000000,1,,NSE,5.000000
3457,16249,INFIBEAM-EQ,INFIBEAM,,-1.000000,1,,NSE,5.000000
3458,7038,604AS26-SG,604AS26,,-1.000000,100,,NSE,1.000000
3459,12403,FMGOETZE-BL,FMGOETZE,,-1.000000,1,,NSE,5.000000
3460,6212,708KA34A-SG,708KA34A,,-1.000000,100,,NSE,1.000000
3461,12505,JAYBARMARU-BL,JAYBARMARU,,-1.000000,1,,NSE,5.000000
3462,15971,72MH28-SG,72MH28,,-1.000000,100,,NSE,1.000000
3463,1363,HINDALCO-EQ,HINDALCO,,-1.000000,1,,NSE,5.000000
3464,15258,CEATLTD-BL,CEATLTD,,-1.000000,1,,NSE,5.000000
3465,17475,ICICINV20-EQ,ICICINV20,,-1.000000,1,,NSE,1.000000
3466,18173,BPF01QDR-MF,BPF01QDR,,-1.000000,1,,NSE,1.000000
3467,1231,SOLEX-SM,SOLEX,,-1.000000,400,,NSE,5.000000
3468,15083,ADANIPORTS-EQ,ADANIPORTS,,-1.000000,1,,NSE,5.000000
3469,13947,UTIRFP35P3-MF,UTIRFP35P3,,-1.000000,1,,NSE,1.000000
3470,13548,HDFC1204RG-MF,HDFC1204RG,,-1.000000,1,,NSE,1.000000
3471,5887,684UP31-SG,684UP31,,-1.000000,100,,NSE,1.000000
3472,13305,CENTURYPLY-EQ,CENTURYPLY,,-1.000000,1,,NSE,5.000000
3473,8077,KOTAKMID50-EQ,KOTAKMID50,,-1.000000,1,,NSE,1.000000
3474,18865,VERTOZ-BE,VERTOZ,,-1.000000,1,,NSE,5.000000
3475,1767,NHBTF2023-N7,NHBTF2023,,-1.000000,1,,NSE,1.000000
3476,12951,TCFSL-NI,TCFSL,,-1.000000,1,,NSE,1.000000
3477,5379,DEVYANI-BL,DEVYANI,,-1.000000,1,,NSE,5.000000
3478,22358,MACPOWER-BL,MACPOWER,,-1.000000,1,,NSE,5.000000
3479,12298,CINEVISTA-BL,CINEVISTA,,-1.000000,1,,NSE,5.000000
3480,15387,DHANI-BL,DHANI,,-1.000000,1,,NSE,5.000000
3481,7415,KOTAKALPHA-BL,KOTAKALPHA,,-1.000000,1,,NSE,1.000000
3482,16755,RANEENGINE-BE,RANEENGINE,,-1.000000,1,,NSE,5.000000
3483,12807,SWARAJENG-BL,SWARAJENG,,-1.000000,1,,NSE,5.000000
3484,16876,SPECTSTM-SM,SPECTSTM,,-1.000000,800,,NSE,5.000000
3485,6991,687SK31-SG,687SK31,,-1.000000,100,,NSE,1.000000
3486,13589,ACE-BL,ACE,,-1.000000,1,,NSE,5.000000
3487,17115,743TS50-SG,743TS50,,-1.000000,100,,NSE,1.000000
3488,8178,MANYAVAR-BL,MANYAVAR,,-1.000000,1,,NSE,5.000000
3489,20920,6AP25-SG,6AP25,,-1.000000,100,,NSE,1.000000
3490,14548,768GJ33-SG,768GJ33,,-1.000000,100,,NSE,1.000000
3491,14368,IDEA-BL,IDEA,,-1.000000,1,,NSE,5.000000
3492,15120,364D180424-TB,364D180424,,-1.000000,100,,NSE,1.000000
3493,3095,INDOSTAR-BL,INDOSTAR,,-1.000000,1,,NSE,5.000000
3494,18869,MAZDA-BL,MAZDA,,-1.000000,1,,NSE,5.000000
3495,7708,714PN32-SG,714PN32,,-1.000000,100,,NSE,1.000000
3496,99926048,NIFTY100 Qualty30,NIFTY100 QUALTY30,,0.000000,1,AMXIDX,NSE,0.000000
3497,15016,758AS33-SG,758AS33,,-1.000000,100,,NSE,1.000000
3498,22016,750MZ30-SG,750MZ30,,-1.000000,100,,NSE,1.000000
3499,5868,LAGNAM-BL,LAGNAM,,-1.000000,1,,NSE,5.000000
3500,14222,CTE-BE,CTE,,-1.000000,1,,NSE,5.000000
3501,5414,643MH27-SG,643MH27,,-1.000000,100,,NSE,1.000000
3502,30846,UTFDQIPIRI-MF,UTFDQIPIRI,,-1.000000,1,,NSE,1.000000
3503,12413,GSFC-BL,GSFC,,-1.000000,1,,NSE,5.000000
3504,22339,539RJ24-SG,539RJ24,,-1.000000,100,,NSE,1.000000
3505,11785,ACEINTEG-BL,ACEINTEG,,-1.000000,1,,NSE,5.000000
3506,9684,KPITTECH-BL,KPITTECH,,-1.000000,1,,NSE,5.000000
3507,31762,NTPC-N3,NTPC,,-1.000000,1,,NSE,1.000000
3508,17616,DSPPSBKETF-EQ,DSPPSBKETF,,-1.000000,1,,NSE,1.000000
3509,12263,BIL-BL,BIL,,-1.000000,1,,NSE,5.000000
3510,3428,INDIGRID-NE,INDIGRID,,-1.000000,1,,NSE,1.000000
3511,8401,SGBMAR30X-GB,SGBMAR30X,,-1.000000,1,,NSE,1.000000
3512,3085,682PN36-SG,682PN36,,-1.000000,100,,NSE,1.000000
3513,4413,EC5RD-MF,EC5RD,,-1.000000,1,,NSE,1.000000
3514,17966,NESTLEIND-BL,NESTLEIND,,-1.000000,1,,NSE,5.000000
3515,13796,MANALIPETC-EQ,MANALIPETC,,-1.000000,1,,NSE,5.000000
3516,12745,SESHAPAPER-BL,SESHAPAPER,,-1.000000,1,,NSE,5.000000
3517,20019,714AP34-SG,714AP34,,-1.000000,100,,NSE,1.000000
3518,16965,TATAMTRDVR-EQ,TATAMTRDVR,,-1.000000,1,,NSE,5.000000
3519,8266,SOFTTECH-EQ,SOFTTECH,,-1.000000,1,,NSE,5.000000
3520,3195,675RJ31-SG,675RJ31,,-1.000000,100,,NSE,1.000000
3521,21941,714MH29-SG,714MH29,,-1.000000,100,,NSE,1.000000
3522,12937,SHRIRAMFIN-ZB,SHRIRAMFIN,,-1.000000,1,,NSE,1.000000
3523,1,GOLDSTAR-SM,GOLDSTAR,,-1.000000,22500,,NSE,5.000000
3524,15360,NAHARCAP-EQ,NAHARCAP,,-1.000000,1,,NSE,5.000000
3525,10202,786HR32-SG,786HR32,,-1.000000,100,,NSE,1.000000
3526,11675,763ML25-SG,763ML25,,-1.000000,100,,NSE,1.000000
3527,15744,727GJ31-SG,727GJ31,,-1.000000,100,,NSE,1.000000
3528,6115,714AP41A-SG,714AP41A,,-1.000000,100,,NSE,1.000000
3529,14555,PHOENIXLTD-BL,PHOENIXLTD,,-1.000000,1,,NSE,5.000000
3530,2372,63PY26-SG,63PY26,,-1.000000,100,,NSE,1.000000
3531,16963,ALKALI-BE,ALKALI,,-1.000000,1,,NSE,5.000000
3532,21940,783MH30-SG,783MH30,,-1.000000,100,,NSE,1.000000
3533,9722,770MH32-SG,770MH32,,-1.000000,100,,NSE,1.000000
3534,17045,SHARIABEES-BL,SHARIABEES,,-1.000000,1,,NSE,1.000000
3535,19581,UGARSUGAR-BL,UGARSUGAR,,-1.000000,1,,NSE,5.000000
3536,13197,GSPL-EQ,GSPL,,-1.000000,1,,NSE,5.000000
3537,13595,HOVS-BE,HOVS,,-1.000000,1,,NSE,5.000000
3538,12804,SILINV-BL,SILINV,,-1.000000,1,,NSE,5.000000
3539,7553,NRBBEARING-EQ,NRBBEARING,,-1.000000,1,,NSE,5.000000
3540,19679,ICICIGOLD-EQ,ICICIGOLD,,-1.000000,1,,NSE,1.000000
3541,17463,736TN43-SG,736TN43,,-1.000000,100,,NSE,1.000000
3542,12861,USHAMART-BL,USHAMART,,-1.000000,1,,NSE,5.000000
3543,13278,INDOTECH-BE,INDOTECH,,-1.000000,1,,NSE,5.000000
3544,9884,TNTELE-BE,TNTELE,,-1.000000,1,,NSE,5.000000
3545,7097,84GS2024-GS,84GS2024,,-1.000000,1,,NSE,1.000000
3546,21967,719MP40-SG,719MP40,,-1.000000,100,,NSE,1.000000
3547,3045,SBIN-EQ,SBIN,,-1.000000,1,,NSE,5.000000
3548,14115,NETWORK18-BL,NETWORK18,,-1.000000,1,,NSE,5.000000
3549,10190,781TN52-SG,781TN52,,-1.000000,100,,NSE,1.000000
3550,7539,712KA34-SG,712KA34,,-1.000000,100,,NSE,1.000000
3551,1374,IREDA-N1,IREDA,,-1.000000,1,,NSE,1.000000
3552,1036,AARON-BE,AARON,,-1.000000,1,,NSE,5.000000
3553,12492,IOC-BL,IOC,,-1.000000,1,,NSE,5.000000
3554,12607,MRO-TEK-BL,MRO-TEK,,-1.000000,1,,NSE,5.000000
3555,739,COROMANDEL-EQ,COROMANDEL,,-1.000000,1,,NSE,5.000000
3556,20017,72KA31-SG,72KA31,,-1.000000,100,,NSE,1.000000
3557,879,ASTRON-BL,ASTRON,,-1.000000,1,,NSE,5.000000
3558,12681,PRAJIND-BL,PRAJIND,,-1.000000,1,,NSE,5.000000
3559,14076,JAIBALAJI-BE,JAIBALAJI,,-1.000000,1,,NSE,5.000000
3560,12779,SSWL-BL,SSWL,,-1.000000,1,,NSE,5.000000
3561,3699,GAYAHWS-BE,GAYAHWS,,-1.000000,1,,NSE,5.000000
3562,18944,KINGFA-EQ,KINGFA,,-1.000000,1,,NSE,5.000000
3563,3358,SFMP43GD-MF,SFMP43GD,,-1.000000,1,,NSE,1.000000
3564,388,MAHLOG-BL,MAHLOG,,-1.000000,1,,NSE,5.000000
3565,10397,JISLJALEQS-EQ,JISLJALEQS,,-1.000000,1,,NSE,5.000000
3566,1425,662AS30-SG,662AS30,,-1.000000,100,,NSE,1.000000
3567,1207,53BR25-SG,53BR25,,-1.000000,100,,NSE,1.000000
3568,10207,793TS35-SG,793TS35,,-1.000000,100,,NSE,1.000000
3569,12280,BSL-BL,BSL,,-1.000000,1,,NSE,5.000000
3570,928,ELECTCAST-EQ,ELECTCAST,,-1.000000,1,,NSE,5.000000
3571,527,UTIAMC-EQ,UTIAMC,,-1.000000,1,,NSE,5.000000
3572,18014,WHIRLPOOL-BL,WHIRLPOOL,,-1.000000,1,,NSE,5.000000
3573,20961,798AP31-SG,798AP31,,-1.000000,100,,NSE,1.000000
3574,9233,L&TFINANCE-NH,L&TFINANCE,,-1.000000,1,,NSE,1.000000
3575,12571,MADRASFERT-BL,MADRASFERT,,-1.000000,1,,NSE,5.000000
3576,8597,MSUMI-BL,MSUMI,,-1.000000,1,,NSE,5.000000
3577,10406,STEELCITY-EQ,STEELCITY,,-1.000000,1,,NSE,5.000000
3578,24295,VSTTILLERS-BL,VSTTILLERS,,-1.000000,1,,NSE,5.000000
3579,22043,649RJ30-SG,649RJ30,,-1.000000,100,,NSE,1.000000
3580,12725,MBAPL-BL,MBAPL,,-1.000000,1,,NSE,5.000000
3581,3921,GS090923C-GS,GS090923C,,-1.000000,100,,NSE,1.000000
3582,16894,TATACAPHSG-NB,TATACAPHSG,,-1.000000,1,,NSE,1.000000
3583,12849,TVSELECT-BL,TVSELECT,,-1.000000,1,,NSE,5.000000
3584,10982,SABAR-SM,SABAR,,-1.000000,10000,,NSE,5.000000
3585,12777,SRF-BL,SRF,,-1.000000,1,,NSE,5.000000
3586,399,NIACL-EQ,NIACL,,-1.000000,1,,NSE,5.000000
3587,14900,SAHYADRI-EQ,SAHYADRI,,-1.000000,1,,NSE,5.000000
3588,21001,PSB-EQ,PSB,,-1.000000,1,,NSE,5.000000
3589,9917,NEOGEN-EQ,NEOGEN,,-1.000000,1,,NSE,5.000000
3590,9113,ARVINDFASN-BL,ARVINDFASN,,-1.000000,1,,NSE,5.000000
3591,22280,WORTH-BL,WORTH,,-1.000000,1,,NSE,5.000000
3592,15021,758NL33-SG,758NL33,,-1.000000,100,,NSE,1.000000
3593,22182,679JK30-SG,679JK30,,-1.000000,100,,NSE,1.000000
3594,10843,HDFC1406RQ-MF,HDFC1406RQ,,-1.000000,1,,NSE,1.000000
3595,12686,MBAPL-EQ,MBAPL,,-1.000000,1,,NSE,5.000000
3596,13290,BLKASHYAP-EQ,BLKASHYAP,,-1.000000,1,,NSE,5.000000
3597,18784,IDFNIFTYET-BL,IDFNIFTYET,,-1.000000,1,,NSE,1.000000
3598,31507,JPOLYINVST-EQ,JPOLYINVST,,-1.000000,1,,NSE,5.000000
3599,5637,PAR-BE,PAR,,-1.000000,1,,NSE,5.000000
3600,4689,EC6DG-MF,EC6DG,,-1.000000,1,,NSE,1.000000
3601,14652,773GJ36-SG,773GJ36,,-1.000000,100,,NSE,1.000000
3602,2718,MTARTECH-BL,MTARTECH,,-1.000000,1,,NSE,5.000000
3603,2930,685AS31-SG,685AS31,,-1.000000,100,,NSE,1.000000
3604,14889,ASIANTILES-EQ,ASIANTILES,,-1.000000,1,,NSE,5.000000
3605,13135,761JK42-SG,761JK42,,-1.000000,100,,NSE,1.000000
3606,14744,AXSENSEX-BL,AXSENSEX,,-1.000000,1,,NSE,1.000000
3607,14584,PSUBANKICI-EQ,PSUBANKICI,,-1.000000,1,,NSE,1.000000
3608,11509,785SK32-SG,785SK32,,-1.000000,100,,NSE,1.000000
3609,15037,BAJAJELEC-BL,BAJAJELEC,,-1.000000,1,,NSE,5.000000
3610,16954,VILINBIO-SM,VILINBIO,,-1.000000,4000,,NSE,5.000000
3611,22365,ICICITECH-EQ,ICICITECH,,-1.000000,1,,NSE,1.000000
3612,618,675KA33A-SG,675KA33A,,-1.000000,100,,NSE,1.000000
3613,14631,HILTON-BE,HILTON,,-1.000000,1,,NSE,5.000000
3614,18212,ORIENTLTD-BL,ORIENTLTD,,-1.000000,1,,NSE,5.000000
3615,14019,TIDEWATER-EQ,TIDEWATER,,-1.000000,1,,NSE,5.000000
3616,22418,LOVABLE-BL,LOVABLE,,-1.000000,1,,NSE,5.000000
3617,16220,729HR29-SG,729HR29,,-1.000000,100,,NSE,1.000000
3618,12964,SKIL-BL,SKIL,,-1.000000,1,,NSE,5.000000
3619,12086,UNIVAFOODS-BL,UNIVAFOODS,,-1.000000,1,,NSE,5.000000
3620,13463,PIONEEREMB-EQ,PIONEEREMB,,-1.000000,1,,NSE,5.000000
3621,1364,649GJ29-SG,649GJ29,,-1.000000,100,,NSE,1.000000
3622,1761,NHBTF2023-N4,NHBTF2023,,-1.000000,1,,NSE,1.000000
3623,12397,GMDCLTD-BL,GMDCLTD,,-1.000000,1,,NSE,5.000000
3624,1645,66AS30A-SG,66AS30A,,-1.000000,100,,NSE,1.000000
3625,1267,GUJALKALI-EQ,GUJALKALI,,-1.000000,1,,NSE,5.000000
3626,12833,TIMESGTY-BL,TIMESGTY,,-1.000000,1,,NSE,5.000000
3627,448,687MH30-SG,687MH30,,-1.000000,100,,NSE,1.000000
3628,25574,SHAKTIPUMP-EQ,SHAKTIPUMP,,-1.000000,1,,NSE,5.000000
3629,99926035,Nifty Commodities,NIFTY COMMODITIES,,0.000000,1,AMXIDX,NSE,0.000000
3630,17199,PAKKA-BL,PAKKA,,-1.000000,1,,NSE,5.000000
3631,21924,68MN30-SG,68MN30,,-1.000000,100,,NSE,1.000000
3632,6803,STEELCAS-EQ,STEELCAS,,-1.000000,1,,NSE,5.000000
3633,9824,802TS35-SG,802TS35,,-1.000000,100,,NSE,1.000000
3634,18229,MANINFRA-BL,MANINFRA,,-1.000000,1,,NSE,5.000000
3635,6487,708AP40-SG,708AP40,,-1.000000,100,,NSE,1.000000
3636,11159,756WB39-SG,756WB39,,-1.000000,100,,NSE,1.000000
3637,9352,UGROCAP-N3,UGROCAP,,-1.000000,1,,NSE,1.000000
3638,18124,DBREALTY-EQ,DBREALTY,,-1.000000,1,,NSE,5.000000
3639,3476,INDIGRID-NL,INDIGRID,,-1.000000,1,,NSE,1.000000
3640,7645,IIHFL-N8,IIHFL,,-1.000000,1,,NSE,1.000000
3641,14,656KA30-SG,656KA30,,-1.000000,100,,NSE,1.000000
3642,12924,BANARBEADS-BL,BANARBEADS,,-1.000000,1,,NSE,5.000000
3643,17635,ZYDUSWELL-EQ,ZYDUSWELL,,-1.000000,1,,NSE,5.000000
3644,11223,UCOBANK-EQ,UCOBANK,,-1.000000,1,,NSE,5.000000
3645,10751,NTPC-ND,NTPC,,-1.000000,1,,NSE,1.000000
3646,10621,SADBHIN-BL,SADBHIN,,-1.000000,1,,NSE,5.000000
3647,21465,SPTL-BL,SPTL,,-1.000000,1,,NSE,5.000000
3648,2266,707AS31-SG,707AS31,,-1.000000,100,,NSE,1.000000
3649,12835,TITAN-BL,TITAN,,-1.000000,1,,NSE,5.000000
3650,7307,70JK33-SG,70JK33,,-1.000000,100,,NSE,1.000000
3651,29755,UTFDQIPIPI-MF,UTFDQIPIPI,,-1.000000,1,,NSE,1.000000
3652,16934,736MZ38-SG,736MZ38,,-1.000000,100,,NSE,1.000000
3653,22072,718RJ30-SG,718RJ30,,-1.000000,100,,NSE,1.000000
3654,12643,OSIAHYPER-BE,OSIAHYPER,,-1.000000,1,,NSE,5.000000
3655,17072,UJJIVAN-BL,UJJIVAN,,-1.000000,1,,NSE,5.000000
3656,703,DICIND-EQ,DICIND,,-1.000000,1,,NSE,5.000000
3657,3506,TITAN-EQ,TITAN,,-1.000000,1,,NSE,5.000000
3658,12736,SASKEN-BL,SASKEN,,-1.000000,1,,NSE,5.000000
3659,2147,696RJ41-SG,696RJ41,,-1.000000,100,,NSE,1.000000
3660,11399,SALZERELEC-EQ,SALZERELEC,,-1.000000,1,,NSE,5.000000
3661,20913,672GA30-SG,672GA30,,-1.000000,100,,NSE,1.000000
3662,1583,TARC-BL,TARC,,-1.000000,1,,NSE,5.000000
3663,15078,CUBEINVIT-IV,CUBEINVIT,,-1.000000,200000,,NSE,1.000000
3664,16685,PTCIL-BL,PTCIL,,-1.000000,1,,NSE,5.000000
3665,1015,688WB40-SG,688WB40,,-1.000000,100,,NSE,1.000000
3666,5852,KOTAKBKETF-BL,KOTAKBKETF,,-1.000000,1,,NSE,1.000000
3667,8013,721RJ32-SG,721RJ32,,-1.000000,100,,NSE,1.000000
3668,22450,646RJ30A-SG,646RJ30A,,-1.000000,100,,NSE,1.000000
3669,22005,65OR23-SG,65OR23,,-1.000000,100,,NSE,1.000000
3670,13732,INSPIRISYS-BL,INSPIRISYS,,-1.000000,1,,NSE,5.000000
3671,15265,743TS33-SG,743TS33,,-1.000000,100,,NSE,1.000000
3672,4314,GS151225C-GS,GS151225C,,-1.000000,100,,NSE,1.000000
3673,8357,725TN32-SG,725TN32,,-1.000000,100,,NSE,1.000000
3674,22089,722UP30-SG,722UP30,,-1.000000,100,,NSE,1.000000
3675,3238,682ML31-SG,682ML31,,-1.000000,100,,NSE,1.000000
3676,779,654UP30-SG,654UP30,,-1.000000,100,,NSE,1.000000
3677,16274,732TN53-SG,732TN53,,-1.000000,100,,NSE,1.000000
3678,1136,KEERTI-BL,KEERTI,,-1.000000,1,,NSE,5.000000
3679,8298,713BR32-SG,713BR32,,-1.000000,100,,NSE,1.000000
3680,10176,SETFNIF50-EQ,SETFNIF50,,-1.000000,1,,NSE,1.000000
3681,971,535CG25-SG,535CG25,,-1.000000,100,,NSE,1.000000
3682,22079,655RJ30-SG,655RJ30,,-1.000000,100,,NSE,1.000000
3683,5194,ANTGRAPHIC-EQ,ANTGRAPHIC,,-1.000000,1,,NSE,5.000000
3684,6232,3IINFOLTD-EQ,3IINFOLTD,,-1.000000,1,,NSE,5.000000
3685,14710,IBULHSGFIN-AL,IBULHSGFIN,,-1.000000,1,,NSE,1.000000
3686,15032,PSUBNKBEES-EQ,PSUBNKBEES,,-1.000000,1,,NSE,1.000000
3687,11281,771AP34-SG,771AP34,,-1.000000,100,,NSE,1.000000
3688,18067,BPF02IQD-MF,BPF02IQD,,-1.000000,1,,NSE,1.000000
3689,7149,ANANDRATHI-BL,ANANDRATHI,,-1.000000,1,,NSE,5.000000
3690,18434,BIGBLOC-BL,BIGBLOC,,-1.000000,1,,NSE,5.000000
3691,11952,NHAI-N8,NHAI,,-1.000000,1,,NSE,1.000000
3692,20570,764AR30-SG,764AR30,,-1.000000,100,,NSE,1.000000
3693,20936,KIRLOSENG-EQ,KIRLOSENG,,-1.000000,1,,NSE,5.000000
3694,4857,KIMS-BL,KIMS,,-1.000000,1,,NSE,5.000000
3695,3567,683MH32-SG,683MH32,,-1.000000,100,,NSE,1.000000
3696,3475,THERMAX-EQ,THERMAX,,-1.000000,1,,NSE,5.000000
3697,11760,775AP29-SG,775AP29,,-1.000000,100,,NSE,1.000000
3698,2859,RAYMOND-EQ,RAYMOND,,-1.000000,1,,NSE,5.000000
3699,15780,732AP43-SG,732AP43,,-1.000000,100,,NSE,1.000000
3700,14673,IBULHSGFIN-AA,IBULHSGFIN,,-1.000000,1,,NSE,1.000000
3701,22104,775TN30-SG,775TN30,,-1.000000,100,,NSE,1.000000
3702,12598,MIRCELECTR-BL,MIRCELECTR,,-1.000000,1,,NSE,5.000000
3703,3725,705TS41-SG,705TS41,,-1.000000,100,,NSE,1.000000
3704,20160,CANTABIL-EQ,CANTABIL,,-1.000000,1,,NSE,5.000000
3705,13791,PARSVNATH-EQ,PARSVNATH,,-1.000000,1,,NSE,5.000000
3706,24196,VADILALIND-EQ,VADILALIND,,-1.000000,1,,NSE,5.000000
3707,21479,UTINEXT50-BL,UTINEXT50,,-1.000000,1,,NSE,1.000000
3708,17159,SHRIRAMFIN-ZF,SHRIRAMFIN,,-1.000000,1,,NSE,1.000000
3709,634,IGARASHI-EQ,IGARASHI,,-1.000000,1,,NSE,5.000000
3710,3103,SHREECEM-EQ,SHREECEM,,-1.000000,1,,NSE,5.000000
3711,4525,DYNAMATECH-EQ,DYNAMATECH,,-1.000000,1,,NSE,5.000000
3712,18113,VASCONEQ-BL,VASCONEQ,,-1.000000,1,,NSE,5.000000
3713,2560,724RJ36-SG,724RJ36,,-1.000000,100,,NSE,1.000000
3714,8647,SFMP61DR-MF,SFMP61DR,,-1.000000,1,,NSE,1.000000
3715,4288,ECLFINANCE-NJ,ECLFINANCE,,-1.000000,1,,NSE,1.000000
3716,8259,MADHAVBAUG-SM,MADHAVBAUG,,-1.000000,800,,NSE,5.000000
3717,13245,76KA32-SG,76KA32,,-1.000000,100,,NSE,1.000000
3718,956,667GS2050-GS,667GS2050,,-1.000000,1,,NSE,1.000000
3719,5759,IFCI-NH,IFCI,,-1.000000,1,,NSE,1.000000
3720,3928,GS200923C-GS,GS200923C,,-1.000000,100,,NSE,1.000000
3721,360,NAM-INDIA-BL,NAM-INDIA,,-1.000000,1,,NSE,5.000000
3722,17801,LSIL-EQ,LSIL,,-1.000000,1,,NSE,5.000000
3723,10540,774MZ33-SG,774MZ33,,-1.000000,100,,NSE,1.000000
3724,11991,364D161123-TB,364D161123,,-1.000000,100,,NSE,1.000000
3725,7177,RATEGAIN-EQ,RATEGAIN,,-1.000000,1,,NSE,5.000000
3726,16296,INFIBEAM-BL,INFIBEAM,,-1.000000,1,,NSE,5.000000
3727,11536,TCS-EQ,TCS,,-1.000000,1,,NSE,5.000000
3728,24394,DELPHIFX-BL,DELPHIFX,,-1.000000,1,,NSE,5.000000
3729,10995,ISHAN-SM,ISHAN,,-1.000000,1600,,NSE,5.000000
3730,15332,NMDC-EQ,NMDC,,-1.000000,1,,NSE,5.000000
3731,3098,INDOSTAR-BE,INDOSTAR,,-1.000000,1,,NSE,5.000000
3732,17094,CROMPTON-EQ,CROMPTON,,-1.000000,1,,NSE,5.000000
3733,6249,DKEGL-SM,DKEGL,,-1.000000,3000,,NSE,5.000000
3734,12292,CENTURYTEX-BL,CENTURYTEX,,-1.000000,1,,NSE,5.000000
3735,14493,NCLIND-BL,NCLIND,,-1.000000,1,,NSE,5.000000
3736,2666,VERA-SM,VERA,,-1.000000,1500,,NSE,5.000000
3737,4562,565TN25-SG,565TN25,,-1.000000,100,,NSE,1.000000
